ticker,name,sector,industry,marketCap,weight,return_1d,return_ytd,return_1y,return_5y,return_10y
MMM,3M,Industrials,Industrial Conglomerates,79768715264.0,0.11560910460484786,-2.0381812313640113,-6.019447675115219,18.416402082650695,9.379099449474948,48.65013871506019
CRH,CRH plc,Materials,Construction Materials,79228534784.0,0.11482621896589612,1.2900422618256968,-5.90189219602959,40.93458940690808,185.20577808015582,429.6074709915279
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,79227478016.0,0.11482468738798551,-0.15455376159021483,-3.3489948111515178,33.799380908594976,49.57233315791525,88.73614847127942
SPG,Simon Property Group,Real Estate,Retail REITs,79006253056.0,0.11450406520600352,0.6449119229056333,14.124786561137492,44.8762109050282,137.0444645312079,70.12414515213825
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",78621802496.0,0.11394687953666768,0.5454112177223358,17.09055530116286,63.28920535116425,184.2030012403727,699.2786742972587
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,78586372096.0,0.11389553012222325,0.1542580236141955,9.98174967076908,21.113957831088094,37.54484646198524,230.65241306230487
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,78359158784.0,0.11356622899874788,-0.873526558688853,30.616483186175714,53.220253771184936,130.41874196059518,-14.575300138481994
ECL,Ecolab,Materials,Specialty Chemicals,77879771136.0,0.11287145064409489,0.3202346877378526,5.246281566374433,16.676379492504843,31.90350341864161,165.86435813870742
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,77836754944.0,0.1128091071122457,-0.939064413632873,2.756260343260264,0.11143775603985606,159.65467125096177,408.97362291177643
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",76978683904.0,0.11156550146693177,-1.12442967953017,0.1813775138023388,48.64316881364985,256.18644924459693,300.52643282113996
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,75551850496.0,0.10949758634289807,0.6647577269496274,1.4049365065308628,32.220516279209185,58.5831666263656,265.7589590058698
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,75127988224.0,0.10888328112838483,-0.9591721375111106,-0.3078531982489974,82.54283749182416,50.03285531870654,207.86456692132634
CI,Cigna,Health Care,Health Care Services,74803240960.0,0.10841262367464924,0.45937364054184915,0.8390853437656443,-13.415034643259716,20.912409341256534,117.98754780439626
MSI,Motorola Solutions,Information Technology,Communications Equipment,74279723008.0,0.1076538871013576,1.1222785022522608,17.605609088910935,7.329684458382757,156.009002906278,589.2234498364087
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,73908109312.0,0.10711530594819157,2.1746100343004393,-12.795763132000104,1.9723782362199183,175.80755738313803,1008.9346127737564
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,73826304000.0,0.10699674519613557,0.1887422798513505,25.169672750909335,65.09854640003832,93.10188315939511,338.6962719697799
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,73554903040.0,0.10660340274514267,0.10480589221137926,7.746857721322176,-12.034314144540003,10.138072564504409,67.52877578267866
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,73228058624.0,0.10612970588097985,1.5330139367246254,59.545520040831114,186.9071779151625,324.46012911616197,2441.600978401269
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,72697004032.0,0.10536004642646535,0.6175364736451083,6.5169992855179215,93.7434459009971,108.34339066848737,381.80650954650616
AEP,American Electric Power,Utilities,Electric Utilities,72446140416.0,0.10499646882680476,-0.2843071019009935,15.99500649685277,27.868344165872983,77.33476425172793,197.58270889336464
TDG,TransDigm Group,Industrials,Aerospace & Defense,71982333952.0,0.10432427234181034,0.6904280185059175,-6.177914003487395,1.8393466871521769,157.41974821439283,788.6973240404002
CTAS,Cintas,Industrials,Diversified Support Services,71491567616.0,0.10361300281105024,-0.2678996106739162,-3.125823872338762,-12.410189731344822,119.01796935783109,779.0665579465026
DLR,Digital Realty,Real Estate,Data Center REITs,71344365568.0,0.10339966231899195,0.14242635884307298,32.424943535722136,39.208957411481094,60.322582793029,230.63072825896555
AON,Aon plc,Financials,Insurance Brokers,71326269440.0,0.1033734355313601,0.045215316329705324,-3.578579951722527,-9.271206935711673,46.41071364154947,247.73795528795347
CIEN,Ciena,Information Technology,Communications Equipment,71210582016.0,0.10320576930458913,-0.8198182453056924,104.53141266646936,736.8307185255757,829.0566845582571,2844.8214424823345
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,71060717568.0,0.1029885701860119,-0.2498436057537856,16.3836657420799,22.945908895080237,156.0566464292459,178.53973947360453
ELV,Elevance Health,Health Care,Managed Health Care,70451134464.0,0.10210509905823396,-1.1422388425444074,-9.293256638281921,-23.167086741601018,-10.249584965604697,152.31055996538709
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,69287870464.0,0.10041917608687896,0.5684116078485069,22.49804179080719,21.052639105787318,141.04729304017778,123.52095082284524
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",68831625216.0,0.09975793810119835,0.9776249725686581,-26.06113856273149,-14.550791543451702,-60.55240572168283,-11.067541049080809
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,68735590400.0,0.0996187544744857,-0.18201397273511777,-3.8232204273491166,238.10112499472305,-22.69523785556161,-2.6278401105395255
NSC,Norfolk Southern,Industrials,Rail Transportation,68299091968.0,0.09898613562487871,0.5787419709442077,6.133580466721278,41.16151600723419,23.516334160701845,349.7234900086023
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,67663659008.0,0.09806520020177603,1.175946771556724,37.719375391731404,111.64060837580685,291.70900532708373,458.56536759620997
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,67477512192.0,0.0977954169082683,1.6316812345297027,15.313809574026195,49.25835640906602,151.53553150971666,391.0888383007203
CL,Colgate-Palmolive,Consumer Staples,Household Products,67016273920.0,0.09712694251377756,-2.657031632870077,8.175420059403171,-10.877204464457456,14.952512615337632,49.431713684178334
APD,Air Products,Materials,Industrial Gases,65937350656.0,0.09556325489419427,1.4872678709437315,18.97904947143678,15.669512918866847,17.923024586650893,174.80937064028214
COHR,Coherent Corp.,Information Technology,Electronic Components,65149005824.0,0.0944207037092373,0.7217033306016418,78.82468300892671,528.5223440248346,358.6380165788553,1498.4821224666985
LHX,L3Harris,Industrials,Aerospace & Defense,65107959808.0,0.09436121556101212,-0.5080630079312587,14.879194188060874,62.46957858332265,83.25425887418709,431.5877693236184
TFC,Truist Financial,Financials,Diversified Banks,65036881920.0,0.09425820210565325,0.5339142958138199,3.2425329394736746,48.4327655554573,15.476515398456069,115.95621634444622
RSG,Republic Services,Industrials,Environmental & Facilities Services,64401915904.0,0.09333794342627852,0.3804263084856041,-0.5508476704686349,-13.376318681283838,111.60107258256322,432.25312393829734
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,63959269376.0,0.09269641411758699,-0.009972666979274347,5.850566430689241,19.420073548579953,113.15497821997336,222.75854254721764
LITE,Lumentum,Information Technology,Communications Equipment,63910854656.0,0.09262624647842709,0.11631952965922565,131.82772249118167,1621.3653564453125,873.2629917048067,3507.8597525981954
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,63109763072.0,0.09146522137696708,0.20122264535944456,30.309468746680167,71.24387248583454,365.8211275455719,639.8636274363777
COR,Cencora,Health Care,Health Care Distributors,62839246848.0,0.09107316117724817,-1.389054776798515,-4.517066761785216,13.456949377392679,192.0096494248307,372.7487036628851
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,62453039104.0,0.09051342881440982,-0.3964923812415977,20.26532470251592,62.93556377743958,150.27972850158378,161.94129191708018
FTNT,Fortinet,Information Technology,Systems Software,61425332224.0,0.0890239692963541,0.9286439030283811,6.060607841760013,-14.07468965553914,103.64890453015035,1241.3445692831692
SRE,Sempra,Utilities,Multi-Utilities,61008191488.0,0.08841940562971408,-0.6807056078486196,4.816640077498957,35.30385682501913,56.35237328652109,149.46549236480266
O,Realty Income,Real Estate,Retail REITs,60534693888.0,0.08773316374419071,-0.2611740336607604,14.755843594682272,17.61757480826933,25.881805316073514,74.03622402976609
AFL,Aflac,Financials,Life & Health Insurance,60118487040.0,0.08712995356500657,0.1309828242018085,4.57116434606748,9.04338069009758,144.50739409903656,325.42018485083605
AZO,AutoZone,Consumer Discretionary,Automotive Retail,59354386432.0,0.08602253962676595,0.2832878226694202,8.43508199219254,-0.5819382671040652,136.60764638363943,361.0385504509517
FIX,Comfort Systems USA,Industrials,Construction & Engineering,59185065984.0,0.08577714285285797,1.7946400505892912,67.48662314193403,384.21747379418144,2042.4206141464151,5301.005799368178
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,58952736768.0,0.08544042723011773,1.830410204100641,30.8367016421766,46.219003142307756,-27.36475366778589,111.76798092134285
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,58742661120.0,0.0851359637887274,-1.359170661277831,80.84740516028317,428.5623545176612,208.0010979925812,1826.5009656101756
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,58682281984.0,0.08504845607562617,-1.0204092050982383,25.993235657206792,55.14929423398196,243.10572187574206,133.32070288661612
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,57482465280.0,0.08330955713034029,0.23928286155101564,62.22470622454315,147.4088277260722,134.36364660729896,1133.9470417205127
BDX,Becton Dickinson,Health Care,Health Care Equipment,57463627776.0,0.08328225586363162,0.06307941702452524,4.175035100327018,3.936521792854175,-12.316032769008178,51.76884421156922
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,57346154496.0,0.08311200138891874,0.6588180631948326,-12.596862970318746,-31.571798162231268,72.49474578967016,480.06949946438533
COIN,Coinbase,Financials,Financial Exchanges & Data,57067638784.0,0.08270834750059751,2.56870208148281,-10.527203325155487,20.91070465564375,-34.0346611647133,
NXPI,NXP Semiconductors,Information Technology,Semiconductors,55931035648.0,0.08106106422156839,2.4579908293285824,0.5462283254362932,32.10686478136402,24.860334402088014,194.51412362446519
ALL,Allstate,Financials,Property & Casualty Insurance,55846920192.0,0.08093915536896365,-0.4672509939460334,6.09294794646833,12.70146385685993,97.56410275271983,300.6392579629499
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,55099564032.0,0.07985600922335298,0.013761173211923605,16.087600244356093,17.02572299481031,196.3929878458722,494.13005900619885
PSA,Public Storage,Real Estate,Self-Storage REITs,54799032320.0,0.07942044746189432,0.9540172677658498,22.019668318695373,9.92336561160505,41.80308847552476,77.06966401519976
D,Dominion Energy,Utilities,Multi-Utilities,54684790784.0,0.07925487676614057,-0.3204052452883466,6.149687029388917,22.44141757773692,-3.0923743455559594,34.89587347943785
AME,Ametek,Industrials,Electrical Components & Equipment,54255288320.0,0.07863239719975566,0.237032434776685,13.414933845095822,51.04532088759577,86.90802645165986,397.0114041087199
VST,Vistra Corp .,Utilities,Electric Utilities,54032465920.0,0.07830945984186231,-2.361434266369755,-3.2756038092941253,38.98449876871797,889.768767536541,
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,54027550720.0,0.07830233622367348,1.2827637385479207,29.161567031253853,40.16598773626552,150.3035334137381,-3.693953550097384
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,53996953600.0,0.07825799170044806,-0.0622298041351832,18.75853553230238,35.71636107682521,80.59165474736953,
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,52783964160.0,0.07650000145841614,0.32331054503622614,14.242037803074714,2.574245328833258,119.50616763243053,343.23721603078263
FAST,Fastenal,Industrials,Trading Companies & Distributors,52317851648.0,0.07582446280922146,-0.48055354275227113,13.28403574960102,14.040224133467948,100.97753590813441,417.6733076294334
ETR,Entergy,Utilities,Electric Utilities,52033392640.0,0.07541219527924026,-1.6101047740713081,21.891601919580882,40.238659934774,152.2732995572327,348.0594491470975
ADSK,Autodesk,Information Technology,Application Software,52005720064.0,0.07537208930883718,1.3593889877090426,-14.445649858992038,-5.457279683775463,-14.33509913844,313.0493350389743
ZTS,Zoetis,Health Care,Pharmaceuticals,51803512832.0,0.07507902959289746,0.27782642173221905,-2.1251386572441633,-16.25384403362976,-23.836446688634005,173.85836560665123
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,51622629376.0,0.07481687450720023,0.0,-2.4783619638835686,40.51052300480218,49.74484338410352,59.68640335333599
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,51606638592.0,0.0747936990026926,1.7640165309892542,21.141242253586135,36.919587475296844,205.19514369113617,185.98203647367973
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,51527122944.0,0.07467845666944291,0.03738522957053014,32.65425562300934,42.659135183526,115.51741782150664,715.2545625941851
CARR,Carrier Global,Industrials,Building Products,51525599232.0,0.07467624834780436,0.5381634584100237,15.684699709134309,4.402559846859844,55.350338020963655,
MET,MetLife,Financials,Life & Health Insurance,51195879424.0,0.07419838416700107,-0.48668657005763727,-2.5687191667455145,10.285301918956513,47.87297172388569,163.6148213051003
URI,United Rentals,Industrials,Trading Companies & Distributors,51171508224.0,0.07416306289348149,2.0247434054971203,-3.663691088692067,38.53507438114949,170.50744771789743,1297.6967890778747
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,50891595776.0,0.07375738471032495,-0.23058490726634018,-0.4195448577137717,40.25961191974028,48.24311005065163,218.16523945827356
XEL,Xcel Energy,Utilities,Multi-Utilities,50132705280.0,0.07265752180736448,-0.9373484448287006,8.3471995863589,18.152868851217118,31.55127229901018,174.97928716504236
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,50121981952.0,0.07264198044701588,-0.9366909212702668,-8.899257092068725,23.0916540959228,76.48315721319972,381.940882811983
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,49763487744.0,0.07212241341806551,-1.6942698484773144,24.572754696036437,35.73258882574821,694.6848301562744,864.9257372809741
CAH,Cardinal Health,Health Care,Health Care Distributors,49702273024.0,0.0720336946898722,-1.3131514300898428,2.902933745384484,58.534915182013016,288.2018261335918,221.16584110079987
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,48422760448.0,0.07017929221200302,2.369799991761856,23.46444115930677,63.958070709934404,89.22844335329665,389.77389921589224
EXC,Exelon,Utilities,Electric Utilities,47475326976.0,0.06880617325166777,-1.3185855505077893,6.551254001536133,1.6746266700459422,69.35514558249882,173.20891061955072
PYPL,PayPal,Financials,Transaction & Payment Processing Services,47377395712.0,0.06866424109560396,1.279271193886089,-11.221525752538032,-15.188317177221188,-80.43522893018407,29.079653467653422
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,47370612736.0,0.06865441050250337,0.0,-4.427846820731318,-25.61759768935613,16.931779192795716,291.15723174577795
EW,Edwards Lifesciences,Health Care,Health Care Equipment,47300354048.0,0.06855258431684262,0.5556298178864605,-4.558771013916385,13.854332211980491,-9.13756003902968,126.51585138214512
DAL,Delta Air Lines,Industrials,Passenger Airlines,46791122944.0,0.0678145537270865,-0.7111016837005435,3.3934051628260242,76.46326376527016,65.12257608313274,72.758334562654
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,46708408320.0,0.06769467510566558,2.580827754291737,40.51886106963958,46.303348577854294,84.85384678228813,889.3850376909331
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,46513610752.0,0.0674123542441455,-0.48829738668147993,4.161737226336815,80.82677215244749,71.09061587271457,332.48916394050354
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,46425587712.0,0.06728478211508065,-1.0504883226824302,-12.97481961564404,41.6948191683828,9.542145182641049,619.9160549915543
FITB,Fifth Third Bancorp,Financials,Regional Banks,46178852864.0,0.06692718835469867,1.2713535711333046,7.8191704489282365,54.63822057695682,68.69057643547791,293.55877782723564
NUE,Nucor,Materials,Steel,46069690368.0,0.06676897873107338,3.2623676667911106,19.80510412902603,85.81670729866136,178.07604839605494,402.66961359531075
DDOG,Datadog,Information Technology,Application Software,45908672512.0,0.06653561493555599,2.472162441926873,-3.0126326161197037,42.289981420190294,54.52597297271511,
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,45060874240.0,0.0653068976522567,0.3379331985184919,22.332313293681704,55.3694573767896,237.20504004257083,243.25335009840128
CBRE,CBRE Group,Real Estate,Real Estate Services,45047099392.0,0.06528693371228252,0.7194321405842974,-4.738121120053584,29.73984232282301,87.44625873851936,397.39245301693063
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,44894289920.0,0.06506546635914048,3.690706110827935,13.415192109086638,37.087193502530354,-69.90224057448128,442.1129770304429
YUM,Yum! Brands,Consumer Discretionary,Restaurants,44731928576.0,0.06483015544131815,-0.595851097683342,8.024320821670639,15.088726541323648,50.55210057442423,226.20300985465022
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,44644483072.0,0.06470342033739047,2.3563172263695087,5.529340542039085,27.957556344774858,75.37631566616427,445.4928017343011
MCHP,Microchip Technology,Information Technology,Semiconductors,43501883392.0,0.063047446244171,2.069574922812434,24.347753843118227,114.71483015640214,19.145179692279157,292.5614755892449
KR,Kroger,Consumer Staples,Food Retail,42964127744.0,0.06226807492352573,-0.43995166595806046,8.371148444117837,-2.7280060192148348,99.9396258804325,125.24234146301949
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,42419818496.0,0.06147920544529536,0.0854853398562394,-7.256534114612423,-0.4367422184787806,103.00028208162945,468.5363321802595
AIG,American International Group,Financials,Multi-line Insurance,42146762752.0,0.061083464709512224,-0.15252001285788186,-6.22595148363938,-1.0035952838674422,93.24036966523133,79.77767104386292
STT,State Street Corporation,Financials,Asset Management & Custody Banks,41859403776.0,0.06066699424479961,3.266176331721038,17.13288402742488,89.99204682336226,124.15261204788325,224.1951772892658
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,41656107008.0,0.06037235546016137,-0.2814133533180385,0.6960442403499023,5.066282667829736,27.783744700186386,737.1272124321233
ED,Consolidated Edison,Utilities,Multi-Utilities,40404758528.0,0.05855877131451416,-0.4357724469216784,10.542636612725742,1.0982016550529439,64.83353375645603,113.68084170356121
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,40301690880.0,0.05840939497744302,-1.0296689733162,0.49248449086449764,-0.01831890809860237,49.82290669168916,147.55197823980657
VTR,Ventas,Real Estate,Health Care REITs,40247959552.0,0.05833152195794219,-0.528786082621413,10.16780186477848,28.03944150878945,80.71419049037614,107.87443574671877
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",40203677696.0,0.05826734409440937,-0.7186827152890429,-5.743532291043463,62.00167182508211,13.312983637124765,-33.71427503058769
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,40155299840.0,0.05819722988238587,2.2684460336178436,-13.811605388317371,1.9175643883665439,21.894330266079322,489.9075516999946
ARES,Ares Management,Financials,Asset Management & Custody Banks,39298330624.0,0.05695522111481593,0.8405483732638164,-27.62161490142635,-13.08900468023737,154.40566498554617,1063.1251409084603
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,39030018048.0,0.05656635467058501,1.426314691632391,20.44036391762947,521.1954051050647,465.3138191081701,308.1413293286982
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,38795251712.0,0.05622610692049281,-0.612577430649075,5.645043206140032,18.45277156650187,33.11639314938244,165.3179440104902
VMC,Vulcan Materials Company,Materials,Construction Materials,38491176960.0,0.055785410217589704,1.048986201442803,0.9152349567284723,22.70472896725395,75.79381849326911,195.4126657228919
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,38426574848.0,0.0556917821291946,-0.7807091736719673,-11.841152640493613,78.15022688226246,1.978699043692167,41.23243451614751
HIG,Hartford (The),Financials,Property & Casualty Insurance,38333956096.0,0.055557549417123195,-0.643588329557554,1.768276177168726,19.92095854880653,133.85152183026054,269.62978756958915
PCG,PG&E Corporation,Utilities,Multi-Utilities,38208524288.0,0.0553757606172929,0.5214377253442315,6.943889592072017,1.6504060307259927,57.15637128023554,-68.41877090220885
CCI,Crown Castle,Real Estate,Telecom Tower REITs,38190870528.0,0.055350174955298044,-1.2963606557856444,-0.05139966101653792,-11.48956464809613,-39.450172263684415,51.670308759279536
MLM,Martin Marietta Materials,Materials,Construction Materials,37836763136.0,0.0548369657555812,0.8568785388457512,-0.9960688362539716,27.61334473909325,87.73744233835126,298.1673112003201
WEC,WEC Energy Group,Utilities,Electric Utilities,37501054976.0,0.054350422633284524,-0.6300192799081672,9.054553616166249,9.817041574831876,37.32947141598784,178.49327605492385
EME,Emcor,Industrials,Construction & Engineering,37212073984.0,0.05393160137456961,3.1089880203596376,30.27795597001395,119.8206924262394,615.9631116349146,1659.5423762692085
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,37040521216.0,0.053682969290734184,-0.7090848987162279,-16.97257463510191,-34.91934664040088,-13.020907784557279,114.10308784199663
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",36967448576.0,0.05357706483366032,5.181538972058863,15.801906685598933,88.3324898674299,104.33935882301913,263.4317871631521
