ticker,name,sector,industry,marketCap,weight,return_1d,return_ytd,return_1y,return_5y,return_10y
NVDA,Nvidia,Information Technology,Semiconductors,4911068086272.0,7.117850657800295,0.18841972263623497,7.000757284132808,99.1404399699775,1235.2180065621747,22544.842302917474
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,4081770037248.0,5.91590852218661,-1.2467745666598473,7.141847272527113,123.99447579457808,198.5584024289543,778.0487785508745
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,4057333760000.0,5.880491832980026,-1.1785504042230444,6.443065328365782,119.45715719138677,194.86322879158894,798.5441787230554
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",4013268402176.0,5.816625759314602,1.043546864520284,0.8470096438812913,39.22227680412958,110.60785632354224,1025.3829145861373
MSFT,Microsoft,Information Technology,Systems Software,3107254173696.0,4.503495120749551,-1.1163937475598185,-11.400130655742169,14.544181346680208,68.70185831269299,754.7209618273222
AMZN,Amazon,Consumer Discretionary,Broadline Retail,2670065614848.0,3.8698564058073583,-0.9099612075002872,9.615893500793327,43.83871033044149,48.90739657468506,684.4673679432485
AVGO,Broadcom,Information Technology,Semiconductors,1894755205120.0,2.7461611906447043,-1.6997106107321414,15.20290328985736,135.6091207098855,865.9848073122301,3307.511704715258
META,Meta Platforms,Communication Services,Interactive Media & Services,1703053492224.0,2.4683185423107377,-2.561907626340909,3.240175516551247,34.2033652697747,123.41811232827263,501.47205456054434
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1472829456384.0,2.1346436112858815,-2.026857175416885,-10.402448595503156,62.613418378468054,63.771403773807855,2255.282568499677
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,1019829747712.0,1.4780890252544805,0.3294103285845562,13.67730056166996,38.44141700172528,191.1257817500766,561.7454958143934
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1018215596032.0,1.475749556447401,-0.5267815901923489,-4.985411940618823,-8.901803022795395,76.22156883741806,223.14326675756416
JPM,JPMorgan Chase,Financials,Diversified Banks,854932258816.0,1.2390950469203337,2.1592643994152727,-1.668481742957928,39.314880207042414,140.96151437121583,543.8351698143147
LLY,Lilly (Eli),Health Care,Pharmaceuticals,823327784960.0,1.1932891405322337,-0.7691234002657255,-14.710337610669244,10.327998612668598,407.2859975203923,1309.4546381213838
XOM,ExxonMobil,Energy,Integrated Oil & Gas,613840650240.0,0.8896692123468464,0.8467564966554431,21.21021910590024,42.867733229490604,223.48933147830158,163.025553617783
V,Visa Inc.,Financials,Transaction & Payment Processing Services,605288726528.0,0.8772744919419163,-0.9715433344907431,-9.204752335219135,-4.041275217743168,45.87002587526106,314.9786972780701
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,555939594240.0,0.8057503860758425,-1.4903024782338403,11.847778417628962,50.57945976051905,59.57163852002463,167.40436559713766
ORCL,Oracle Corporation,Information Technology,Application Software,510728273920.0,0.7402234130372715,1.439508915574783,-8.706110656868415,39.45082209171027,139.78024799106308,401.73966981119366
MU,Micron Technology,Information Technology,Semiconductors,505698516992.0,0.7329335408486501,-1.461312279309701,42.22572031535494,553.333305173361,425.58584070669843,4177.046986507816
MA,Mastercard,Financials,Transaction & Payment Processing Services,461077970944.0,0.6682628057947084,-0.8919937632442365,-7.958154464437161,0.4584529805021553,41.22471417566096,459.98035886419126
AMD,Advanced Micro Devices,Information Technology,Semiconductors,448281477120.0,0.6497162227739388,-1.2356773807962962,23.036654005065095,214.22858537946428,246.85255941799085,10083.33360560146
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,442910670848.0,0.6419320511264444,-0.20502132863978728,16.93425547820948,0.8857347607789778,183.5292944463425,675.3537496340766
NFLX,Netflix,Communication Services,Movies & Entertainment,400387637248.0,0.5803013432306425,-2.5485518340967683,4.220248442069896,-2.5415450058841715,72.55308799104414,879.9524788929218
BAC,Bank of America,Financials,Diversified Banks,385510998016.0,0.5587399039503882,0.07419943543045537,-3.0295157690944596,47.45644964770399,59.971190259660936,350.72339164303327
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,373634924544.0,0.5415273310660793,0.47190585601064594,33.73240792302747,175.06735014769563,284.58447023550127,1166.3860593796385
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,365015433216.0,0.5290346816177022,-0.40219874507887443,18.69315561060332,38.89650032510843,122.70415715704996,175.6275334864308
ABBV,AbbVie,Health Care,Biotechnology,360314601472.0,0.5222215367511568,-2.2410970628259697,-9.706244334379788,21.59459751160926,125.37202532306937,408.58991312762
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,349595729920.0,0.5066861530857277,0.45506478696781816,2.173547846222834,1.3524511033756736,22.427386033456752,229.8361801459884
PLTR,Palantir Technologies,Information Technology,Application Software,348921561088.0,0.5057090472952921,-0.3415533862180964,-13.088288538555082,55.56622018410125,569.8346868239607,
CSCO,Cisco,Information Technology,Communications Equipment,346550501376.0,0.5022725547372029,1.6927525617074224,15.97220821143952,60.91976145467577,95.39475601882882,317.23919295388
PG,Procter & Gamble,Consumer Staples,Personal Care Products,337634623488.0,0.4893503377825319,-1.6606460928649924,2.6277582851243375,-12.995839936845178,18.99744934473029,130.99824018477327
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,330536845312.0,0.47906318147122273,-1.6591936996028012,42.37290234372517,315.75938757742404,352.80001165707483,3555.5346967660275
INTC,Intel,Information Technology,Semiconductors,329880371200.0,0.47811172150205844,-4.087595695996804,66.83594506409862,247.06812408385807,15.20969666417622,157.51930176908212
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,324877484032.0,0.4708607929679601,-0.3432723978994301,9.952257367000117,6.394614988612912,61.72421986241374,132.72531771122536
GE,GE Aerospace,Industrials,Aerospace & Defense,320241500160.0,0.46414163528714775,-0.17426717876820597,-5.208961407322765,67.88987651737482,377.4715191825112,128.65129073032077
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,310793502720.0,0.4504481914961355,-1.3402547718793012,45.83568483064333,187.44606160087733,217.81246739786263,1972.435996948501
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,302804926464.0,0.4388699580528641,0.9956517059102499,5.415759011616572,79.35294559991183,189.5246803526453,823.1356452383715
UNH,UnitedHealth Group,Health Care,Managed Health Care,293614977024.0,0.42555051582205805,-0.3542475677500989,-3.093091234425227,-26.75747995205976,-11.123452522185406,184.53112314546175
MRK,Merck & Co.,Health Care,Pharmaceuticals,289517076480.0,0.41961122856920047,-1.6544899855145956,10.819478369360924,55.58182172225388,82.8131236415,195.05026474885506
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,279464083456.0,0.4050409351520188,1.705273267366536,3.5387378749642373,88.66906018475409,219.97347218545582,592.667960095473
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,266882695168.0,0.3868061150826108,-1.253553460405754,45.90660654883594,206.70790234038319,,
RTX,RTX Corporation,Industrials,Aerospace & Defense,263528300544.0,0.381944427245763,-0.32074375760385854,4.908031989555717,54.46899500897526,184.04705231263057,272.1726179038177
WFC,Wells Fargo,Financials,Diversified Banks,252054044672.0,0.36531422821948933,0.6878731524420534,-13.473870474298755,29.42260970940729,116.58214384022871,114.874454912646
PM,Philip Morris International,Consumer Staples,Tobacco,245546450944.0,0.35588245503210036,-0.1520947110630777,-0.8381584772873318,-0.04746323849720291,112.53161283098336,163.44242256774407
IBM,IBM,Information Technology,IT Consulting & Other Services,238083768320.0,0.3450664248954636,0.09468792835767292,-12.46774357764352,8.880229213001666,134.4679865457367,176.47930238737638
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,237205209088.0,0.343793086123214,0.774795992988575,41.83667470388397,186.7152746085703,496.5595485823111,2834.82406111033
C,Citigroup,Financials,Diversified Banks,232746909696.0,0.33733145523100067,0.6582012590290898,12.673558402671837,115.82409903949151,127.16569626861079,282.59538541497324
LIN,Linde plc,Materials,Industrial Gases,230839795712.0,0.3345673818589659,1.2026863007182031,16.47905195403112,11.667089436126776,86.5612821238714,395.91912965980515
AXP,American Express,Financials,Consumer Finance,226493366272.0,0.328267889547901,-0.5487073203360282,-11.219160177959541,32.63607195653968,141.55461235588587,483.50197108801007
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,221866967040.0,0.3215626233536106,0.34906786452060246,-0.1333862484101611,-23.008279156650126,58.02862835135769,413.8389584260775
MCD,McDonald's,Consumer Discretionary,Restaurants,218181435392.0,0.31622100246702783,-1.4195732008291162,1.7788770131130116,0.880418437974928,47.577507166624144,203.99296009367197
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,214596059136.0,0.3110245416780666,-0.43127588233534686,11.36368900810789,14.308695229497959,25.823992380482764,107.52939496343954
